Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14816;222;0;52
Rust(Stadt);102;1980;20;0;4
Eisenstadt-Umgebung;103;43236;605;4;165
Güssing;104;25699;399;1;165
Jennersdorf;105;17097;266;2;137
Mattersburg;106;40042;506;4;138
Neusiedl am See;107;59990;746;10;157
Oberpullendorf;108;37384;625;2;233
Oberwart;109;54192;1043;17;301
Klagenfurt Stadt;201;101300;1145;28;331
Villach Stadt;202;62882;643;1;279
Hermagor;203;18054;248;0;96
Klagenfurt Land;204;60014;567;2;229
Sankt Veit an der Glan;205;54186;552;3;199
Spittal an der Drau;206;75868;357;1;126
Villach Land;207;64618;531;4;211
Völkermarkt;208;41862;555;3;223
Wolfsberg;209;52607;496;3;201
Feldkirchen;210;29902;287;1;120
Krems an der Donau(Stadt);301;25036;421;6;123
Sankt Pölten(Stadt);302;55514;934;8;234
Waidhofen an der Ybbs(Stadt);303;11222;160;3;61
Wiener Neustadt(Stadt);304;45823;841;0;144
Amstetten;305;116520;2001;26;666
Baden;306;146751;2071;11;476
Bruck an der Leitha;307;103735;1364;5;254
Gänserndorf;308;104782;1153;7;219
Gmünd;309;36553;677;6;211
Hollabrunn;310;51033;546;2;187
Horn;311;30936;285;5;68
Korneuburg;312;91254;1361;7;287
Krems(Land);313;56487;1024;9;297
Lilienfeld;314;25655;448;6;119
Melk;315;78191;1054;6;312
Mistelbach;316;75625;749;12;163
Mödling;317;119115;1830;14;390
Neunkirchen;318;86343;1208;12;242
Sankt Pölten(Land);319;131729;1913;16;519
Scheibbs;320;41414;679;2;267
Tulln;321;104593;1570;7;393
Waidhofen an der Thaya;322;25682;468;2;92
Wiener Neustadt(Land);323;78307;965;10;254
Zwettl;325;41987;636;3;153
Linz(Stadt);401;206595;4139;46;1073
Steyr(Stadt);402;38056;745;2;241
Wels(Stadt);403;62470;1479;8;333
Braunau am Inn;404;105553;1480;11;513
Eferding;405;33178;995;7;348
Freistadt;406;66861;1589;17;619
Gmunden;407;101859;1984;9;608
Grieskirchen;408;64875;1681;3;502
Kirchdorf an der Krems;409;57071;842;5;397
Linz-Land;410;151371;2853;13;784
Perg;411;68968;1476;8;545
Ried im Innkreis;412;61690;1743;12;575
Rohrbach;413;56545;1670;8;615
Schärding;414;57391;1543;4;604
Steyr-Land;415;60717;1379;18;527
Urfahr-Umgebung;416;86005;2036;10;807
Vöcklabruck;417;137297;2682;10;936
Wels-Land;418;73777;1292;6;439
Salzburg(Stadt);501;155021;2310;5;673
Hallein;502;60824;1585;9;332
Salzburg-Umgebung;503;153492;2957;17;908
Sankt Johann im Pongau;504;81194;2458;19;694
Tamsweg;505;20251;381;2;162
Zell am See;506;87628;1364;9;363
Graz(Stadt);601;291072;4187;52;1223
Deutschlandsberg;603;60867;627;3;236
Graz-Umgebung;606;156070;1875;52;606
Leibnitz;610;84756;1334;17;489
Leoben;611;59700;804;13;263
Liezen;612;79652;1218;8;459
Murau;614;27543;227;1;110
Voitsberg;616;51044;742;16;243
Weiz;617;90654;1130;21;320
Murtal;620;71698;843;5;341
Bruck-Mürzzuschlag;621;98697;1243;28;489
Hartberg-Fürstenfeld;622;90606;1465;54;514
Südoststeiermark;623;84036;1203;8;517
Innsbruck-Stadt;701;131961;3902;23;669
Imst;702;60474;1357;6;361
Innsbruck-Land;703;180453;4237;15;1095
Kitzbühel;704;64168;1232;13;360
Kufstein;705;110287;2785;39;632
Landeck;706;44386;1670;18;182
Lienz;707;48738;707;6;266
Reutte;708;32838;398;2;103
Schwaz;709;84329;3270;22;897
Bludenz;801;64107;1380;8;371
Bregenz;802;134987;2977;16;974
Dornbirn;803;89912;2613;18;772
Feldkirch;804;108133;2385;11;653
Wien;900;1911191;39820;419;4792